YEAR,AGG_LEVEL,CAMPUS,REGION,DISTRICT NAME AND NUMBER,CHARTER_STATUS,CAMPNAME AND NUMBER,SECTION,HEADING,HEADNAME,YR23
2022-2023,CAMPUS SUMMARY,57906112,10,DESOTO ISD 057906,TRADITIONAL ISD/CSD,KATHERINE JOHNSON TECHNOLOGY MAGNET ACADEMY 057906112,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,57906112,10,DESOTO ISD 057906,TRADITIONAL ISD/CSD,KATHERINE JOHNSON TECHNOLOGY MAGNET ACADEMY 057906112,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,57906041,10,DESOTO ISD 057906,TRADITIONAL ISD/CSD,RUBY YOUNG PERSONALIZED STEAM ACADEMY 057906041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,198
2022-2023,CAMPUS SUMMARY,57906041,10,DESOTO ISD 057906,TRADITIONAL ISD/CSD,RUBY YOUNG PERSONALIZED STEAM ACADEMY 057906041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,24
2022-2023,CAMPUS SUMMARY,57906041,10,DESOTO ISD 057906,TRADITIONAL ISD/CSD,RUBY YOUNG PERSONALIZED STEAM ACADEMY 057906041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,35
2022-2023,CAMPUS SUMMARY,57906106,10,DESOTO ISD 057906,TRADITIONAL ISD/CSD,THE MEADOWS EL 057906106,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,425
2022-2023,CAMPUS SUMMARY,57906106,10,DESOTO ISD 057906,TRADITIONAL ISD/CSD,THE MEADOWS EL 057906106,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,57906106,10,DESOTO ISD 057906,TRADITIONAL ISD/CSD,THE MEADOWS EL 057906106,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,57906109,10,DESOTO ISD 057906,TRADITIONAL ISD/CSD,WOODRIDGE EL 057906109,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,701
2022-2023,CAMPUS SUMMARY,57906109,10,DESOTO ISD 057906,TRADITIONAL ISD/CSD,WOODRIDGE EL 057906109,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,12
2022-2023,CAMPUS SUMMARY,57906109,10,DESOTO ISD 057906,TRADITIONAL ISD/CSD,WOODRIDGE EL 057906109,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,15
2022-2023,CAMPUS SUMMARY,194905101,8,DETROIT ISD 194905,TRADITIONAL ISD/CSD,DETROIT EL 194905101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,273
2022-2023,CAMPUS SUMMARY,194905101,8,DETROIT ISD 194905,TRADITIONAL ISD/CSD,DETROIT EL 194905101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,194905101,8,DETROIT ISD 194905,TRADITIONAL ISD/CSD,DETROIT EL 194905101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,194905001,8,DETROIT ISD 194905,TRADITIONAL ISD/CSD,DETROIT H S 194905001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,150
2022-2023,CAMPUS SUMMARY,194905001,8,DETROIT ISD 194905,TRADITIONAL ISD/CSD,DETROIT H S 194905001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,194905001,8,DETROIT ISD 194905,TRADITIONAL ISD/CSD,DETROIT H S 194905001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,194905041,8,DETROIT ISD 194905,TRADITIONAL ISD/CSD,DETROIT J H 194905041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,134
2022-2023,CAMPUS SUMMARY,194905041,8,DETROIT ISD 194905,TRADITIONAL ISD/CSD,DETROIT J H 194905041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,27
2022-2023,CAMPUS SUMMARY,194905041,8,DETROIT ISD 194905,TRADITIONAL ISD/CSD,DETROIT J H 194905041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,50
2022-2023,CAMPUS SUMMARY,146903101,4,DEVERS ISD 146903,TRADITIONAL ISD/CSD,DEVERS EL 146903101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,146
2022-2023,CAMPUS SUMMARY,146903041,4,DEVERS ISD 146903,TRADITIONAL ISD/CSD,DEVERS JH 146903041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,67
2022-2023,CAMPUS SUMMARY,163901004,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,DEVINE DAEP SCHOOL 163901004,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,10
2022-2023,CAMPUS SUMMARY,163901004,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,DEVINE DAEP SCHOOL 163901004,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,30
2022-2023,CAMPUS SUMMARY,163901001,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,DEVINE H S 163901001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,600
2022-2023,CAMPUS SUMMARY,163901001,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,DEVINE H S 163901001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,116
2022-2023,CAMPUS SUMMARY,163901001,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,DEVINE H S 163901001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,281
2022-2023,CAMPUS SUMMARY,163901102,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,DEVINE INTERMEDIATE SCHOOL 163901102,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,456
2022-2023,CAMPUS SUMMARY,163901102,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,DEVINE INTERMEDIATE SCHOOL 163901102,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,19
2022-2023,CAMPUS SUMMARY,163901102,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,DEVINE INTERMEDIATE SCHOOL 163901102,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,34
2022-2023,CAMPUS SUMMARY,163901005,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,DEVINE LEARNING ACADEMY 163901005,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,33
2022-2023,CAMPUS SUMMARY,163901041,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,DEVINE MIDDLE 163901041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,459
2022-2023,CAMPUS SUMMARY,163901041,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,DEVINE MIDDLE 163901041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,78
2022-2023,CAMPUS SUMMARY,163901041,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,DEVINE MIDDLE 163901041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,220
2022-2023,CAMPUS SUMMARY,163901101,20,DEVINE ISD 163901,TRADITIONAL ISD/CSD,JOHN J CIAVARRA EL 163901101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,572
2022-2023,CAMPUS SUMMARY,81906101,12,DEW ISD 081906,TRADITIONAL ISD/CSD,DEW SCHOOL 081906101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,154
2022-2023,CAMPUS SUMMARY,176903101,5,DEWEYVILLE ISD 176903,TRADITIONAL ISD/CSD,DEWEYVILLE EL 176903101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,282
2022-2023,CAMPUS SUMMARY,176903101,5,DEWEYVILLE ISD 176903,TRADITIONAL ISD/CSD,DEWEYVILLE EL 176903101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,17
2022-2023,CAMPUS SUMMARY,176903101,5,DEWEYVILLE ISD 176903,TRADITIONAL ISD/CSD,DEWEYVILLE EL 176903101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,21
2022-2023,CAMPUS SUMMARY,176903001,5,DEWEYVILLE ISD 176903,TRADITIONAL ISD/CSD,DEWEYVILLE H S 176903001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,306
2022-2023,CAMPUS SUMMARY,176903001,5,DEWEYVILLE ISD 176903,TRADITIONAL ISD/CSD,DEWEYVILLE H S 176903001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,82
2022-2023,CAMPUS SUMMARY,176903001,5,DEWEYVILLE ISD 176903,TRADITIONAL ISD/CSD,DEWEYVILLE H S 176903001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,154
2022-2023,CAMPUS SUMMARY,3905001,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,DIBOLL H S 003905001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,539
2022-2023,CAMPUS SUMMARY,3905001,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,DIBOLL H S 003905001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,92
2022-2023,CAMPUS SUMMARY,3905001,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,DIBOLL H S 003905001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,181
2022-2023,CAMPUS SUMMARY,3905041,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,DIBOLL J H 003905041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,360
2022-2023,CAMPUS SUMMARY,3905041,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,DIBOLL J H 003905041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,124
2022-2023,CAMPUS SUMMARY,3905041,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,DIBOLL J H 003905041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,352
2022-2023,CAMPUS SUMMARY,3905102,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,DIBOLL PRI 003905102,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,148
2022-2023,CAMPUS SUMMARY,3905101,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,H G TEMPLE EL 003905101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,338
2022-2023,CAMPUS SUMMARY,3905101,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,H G TEMPLE EL 003905101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,3905101,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,H G TEMPLE EL 003905101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,3905103,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,H G TEMPLE INT 003905103,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,367
2022-2023,CAMPUS SUMMARY,3905103,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,H G TEMPLE INT 003905103,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,43
2022-2023,CAMPUS SUMMARY,3905103,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,H G TEMPLE INT 003905103,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,75
2022-2023,CAMPUS SUMMARY,3905004,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,STUBBLEFIELD LRN CTR 003905004,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,10
2022-2023,CAMPUS SUMMARY,3905004,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,STUBBLEFIELD LRN CTR 003905004,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,3905004,7,DIBOLL ISD 003905,TRADITIONAL ISD/CSD,STUBBLEFIELD LRN CTR 003905004,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,84901107,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,BAY COLONY EL 084901107,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,693
2022-2023,CAMPUS SUMMARY,84901107,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,BAY COLONY EL 084901107,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,17
2022-2023,CAMPUS SUMMARY,84901107,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,BAY COLONY EL 084901107,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,24
2022-2023,CAMPUS SUMMARY,84901109,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,CALDER ROAD EL 084901109,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,766
2022-2023,CAMPUS SUMMARY,84901109,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,CALDER ROAD EL 084901109,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,11
2022-2023,CAMPUS SUMMARY,84901109,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,CALDER ROAD EL 084901109,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,12
2022-2023,CAMPUS SUMMARY,84901014,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,COASTAL ALTERNATIVE PROGRAM (CAP) 084901014,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,12
2022-2023,CAMPUS SUMMARY,84901014,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,COASTAL ALTERNATIVE PROGRAM (CAP) 084901014,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,18
2022-2023,CAMPUS SUMMARY,84901009,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,DICKINSON CONTINUATION CENTER 084901009,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,183
2022-2023,CAMPUS SUMMARY,84901009,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,DICKINSON CONTINUATION CENTER 084901009,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,10
2022-2023,CAMPUS SUMMARY,84901009,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,DICKINSON CONTINUATION CENTER 084901009,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,23
2022-2023,CAMPUS SUMMARY,84901001,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,DICKINSON H S 084901001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,3744
2022-2023,CAMPUS SUMMARY,84901001,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,DICKINSON H S 084901001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,957
2022-2023,CAMPUS SUMMARY,84901001,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,DICKINSON H S 084901001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,3143
2022-2023,CAMPUS SUMMARY,84901042,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,DUNBAR MIDDLE 084901042,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,692
2022-2023,CAMPUS SUMMARY,84901042,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,DUNBAR MIDDLE 084901042,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,147
2022-2023,CAMPUS SUMMARY,84901042,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,DUNBAR MIDDLE 084901042,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,349
2022-2023,CAMPUS SUMMARY,84901044,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,ELVA C LOBIT MIDDLE 084901044,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,609
2022-2023,CAMPUS SUMMARY,84901044,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,ELVA C LOBIT MIDDLE 084901044,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,97
2022-2023,CAMPUS SUMMARY,84901044,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,ELVA C LOBIT MIDDLE 084901044,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,204
2022-2023,CAMPUS SUMMARY,84901051,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,EUGENE 'GENE' KRANZ J H 084901051,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1027
2022-2023,CAMPUS SUMMARY,84901051,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,EUGENE 'GENE' KRANZ J H 084901051,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,240
2022-2023,CAMPUS SUMMARY,84901051,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,EUGENE 'GENE' KRANZ J H 084901051,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,693
2022-2023,CAMPUS SUMMARY,84901012,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,GALVESTON CO DETENTION CTR 084901012,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,<130
2022-2023,CAMPUS SUMMARY,84901010,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,GALVESTON CO J J A E P 084901010,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,84901010,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,GALVESTON CO J J A E P 084901010,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,84901106,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,HUGHES ROAD EL 084901106,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,771
2022-2023,CAMPUS SUMMARY,84901106,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,HUGHES ROAD EL 084901106,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,84901106,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,HUGHES ROAD EL 084901106,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,16
2022-2023,CAMPUS SUMMARY,84901105,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,JAKE SILBERNAGEL EL 084901105,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,683
2022-2023,CAMPUS SUMMARY,84901105,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,JAKE SILBERNAGEL EL 084901105,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,84901105,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,JAKE SILBERNAGEL EL 084901105,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,84901043,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,JOHN AND SHAMARION BARBER MIDDLE 084901043,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,601
2022-2023,CAMPUS SUMMARY,84901043,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,JOHN AND SHAMARION BARBER MIDDLE 084901043,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,106
2022-2023,CAMPUS SUMMARY,84901043,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,JOHN AND SHAMARION BARBER MIDDLE 084901043,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,225
2022-2023,CAMPUS SUMMARY,84901101,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,KENNETH E LITTLE EL 084901101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,712
2022-2023,CAMPUS SUMMARY,84901101,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,KENNETH E LITTLE EL 084901101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,25
2022-2023,CAMPUS SUMMARY,84901101,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,KENNETH E LITTLE EL 084901101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,34
2022-2023,CAMPUS SUMMARY,84901102,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,LOUIS G LOBIT EL 084901102,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,933
2022-2023,CAMPUS SUMMARY,84901102,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,LOUIS G LOBIT EL 084901102,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,84901102,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,LOUIS G LOBIT EL 084901102,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,84901041,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,R D MCADAMS J H 084901041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1011
2022-2023,CAMPUS SUMMARY,84901041,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,R D MCADAMS J H 084901041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,296
2022-2023,CAMPUS SUMMARY,84901041,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,R D MCADAMS J H 084901041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,997
2022-2023,CAMPUS SUMMARY,84901108,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,SAN LEON EL 084901108,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,716
2022-2023,CAMPUS SUMMARY,84901108,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,SAN LEON EL 084901108,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,24
2022-2023,CAMPUS SUMMARY,84901108,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,SAN LEON EL 084901108,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,37
2022-2023,CAMPUS SUMMARY,84901011,4,DICKINSON ISD 084901,TRADITIONAL ISD/CSD,TRANSFORMING LIVES COOPERATIVE (TLC) 084901011,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,<10
2022-2023,CAMPUS SUMMARY,82902101,20,DILLEY ISD 082902,TRADITIONAL ISD/CSD,DILLEY EL 082902101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,493
2022-2023,CAMPUS SUMMARY,82902101,20,DILLEY ISD 082902,TRADITIONAL ISD/CSD,DILLEY EL 082902101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,46
2022-2023,CAMPUS SUMMARY,82902101,20,DILLEY ISD 082902,TRADITIONAL ISD/CSD,DILLEY EL 082902101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,78
2022-2023,CAMPUS SUMMARY,82902001,20,DILLEY ISD 082902,TRADITIONAL ISD/CSD,DILLEY H S 082902001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,299
2022-2023,CAMPUS SUMMARY,82902001,20,DILLEY ISD 082902,TRADITIONAL ISD/CSD,DILLEY H S 082902001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,27
2022-2023,CAMPUS SUMMARY,82902001,20,DILLEY ISD 082902,TRADITIONAL ISD/CSD,DILLEY H S 082902001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,33
2022-2023,CAMPUS SUMMARY,82902041,20,DILLEY ISD 082902,TRADITIONAL ISD/CSD,MARY HARPER MIDDLE 082902041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,179
2022-2023,CAMPUS SUMMARY,82902041,20,DILLEY ISD 082902,TRADITIONAL ISD/CSD,MARY HARPER MIDDLE 082902041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,47
2022-2023,CAMPUS SUMMARY,82902041,20,DILLEY ISD 082902,TRADITIONAL ISD/CSD,MARY HARPER MIDDLE 082902041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,69
2022-2023,CAMPUS SUMMARY,144903001,13,DIME BOX ISD 144903,TRADITIONAL ISD/CSD,DIME BOX SCHOOL 144903001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,184
2022-2023,CAMPUS SUMMARY,144903001,13,DIME BOX ISD 144903,TRADITIONAL ISD/CSD,DIME BOX SCHOOL 144903001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,30
2022-2023,CAMPUS SUMMARY,144903001,13,DIME BOX ISD 144903,TRADITIONAL ISD/CSD,DIME BOX SCHOOL 144903001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,76
2022-2023,CAMPUS SUMMARY,35901001,16,DIMMITT ISD 035901,TRADITIONAL ISD/CSD,DIMMITT H S 035901001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,319
2022-2023,CAMPUS SUMMARY,35901001,16,DIMMITT ISD 035901,TRADITIONAL ISD/CSD,DIMMITT H S 035901001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,53
2022-2023,CAMPUS SUMMARY,35901001,16,DIMMITT ISD 035901,TRADITIONAL ISD/CSD,DIMMITT H S 035901001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,86
2022-2023,CAMPUS SUMMARY,35901041,16,DIMMITT ISD 035901,TRADITIONAL ISD/CSD,DIMMITT MIDDLE 035901041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,279
2022-2023,CAMPUS SUMMARY,35901041,16,DIMMITT ISD 035901,TRADITIONAL ISD/CSD,DIMMITT MIDDLE 035901041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,65
2022-2023,CAMPUS SUMMARY,35901041,16,DIMMITT ISD 035901,TRADITIONAL ISD/CSD,DIMMITT MIDDLE 035901041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,100
2022-2023,CAMPUS SUMMARY,35901102,16,DIMMITT ISD 035901,TRADITIONAL ISD/CSD,RICHARDSON EL 035901102,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,562
